,Channel,B,T,Isotope,G,sigma
28,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.001,H,1.41964185864020e-15,0.221956600447913
29,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.001,T,2.06294155504289e-13,55.8111620809433
30,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.001,H,1.66495811759623e-15,0.260311036491828
31,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.001,T,3.08365267739234e-13,83.4256496305349
32,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.001,H,1.93374668069628e-15,0.302335294470606
33,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.001,T,4.49464730932081e-13,121.598931808790
34,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.001,H,2.21886054887385e-15,0.346911963252311
35,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.001,T,6.02096200925897e-13,162.892102183170
36,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.001,H,2.49913680889540e-15,0.390732287006518
37,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.001,T,6.64305442964242e-13,179.722293430457
38,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.001,H,2.72892704133502e-15,0.426659276970935
39,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.001,T,5.50662100591593e-13,148.977035596683
40,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,H,2.82187885465012e-15,0.441192004618633
41,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,T,3.55166984610068e-13,96.0874635319480
42,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,H,2.66468900617283e-15,0.416615859458782
43,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,T,1.97105284741130e-13,53.3251897844920
44,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,H,2.19372217717046e-15,0.342981656823177
45,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,T,1.03337237057921e-13,27.9570270536171
46,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,H,1.52749793034644e-15,0.238819562657631
47,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,T,5.15513795435390e-14,13.9467954977564
48,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,H,9.08111876977864e-16,0.141980474732863
49,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,T,2.46511327159699e-14,6.66915822276525
50,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,H,2.54889007722372e-16,0.0398511056160242
51,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,T,8.76149726857782e-15,2.37034996426824
52,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,H,2.55908254035287e-16,0.0400104616150438
53,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,T,8.83714213679366e-15,2.39081505204674
54,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,H,2.57185723030327e-16,0.0402101899293304
55,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,T,8.94645663558715e-15,2.42038917737786
56,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,H,2.58827634176863e-16,0.0404668976433954
57,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,T,9.10752564276281e-15,2.46396505301875
58,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,H,2.61214134785817e-16,0.0408400196099721
59,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,T,9.32974314995831e-15,2.52408414500656
60,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,H,2.64177146833299e-16,0.0413032773514528
61,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,T,9.62605530339606e-15,2.60424892515577
62,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,H,2.65371719683096e-16,0.0414900451105991
63,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,T,9.99893842592558e-15,2.70512934194639
64,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,H,2.64061074902460e-16,0.0412851298651557
65,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,T,1.04136799547594e-14,2.81733420122058
66,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,H,2.54685921151188e-16,0.0398193536606545
67,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,T,1.07203011201399e-14,2.90028799851388
68,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,H,2.30701149369100e-16,0.0360694090004073
69,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,T,1.06500756301464e-14,2.88128907828437
70,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,H,1.88912114357131e-16,0.0295358230182780
71,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,T,9.84370583907725e-15,2.66313246111544
72,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,H,1.36464116626792e-16,0.0213357412823983
73,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,T,8.25204660089064e-15,2.23252233790128
74,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,H,8.76523422564194e-17,0.0137041717882049
75,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,T,6.29667482690237e-15,1.70351282359978
76,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,H,5.19038874791193e-17,0.00811501178609309
77,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,T,4.51637900546055e-15,1.22186864711001
78,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,H,2.92993736862823e-17,0.00458086618049521
79,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,T,3.15074964693220e-15,0.852409021436150
80,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,H,1.61782869693908e-17,0.00252942497781536
81,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,T,2.18654949377427e-15,0.591552717025487
82,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,H,8.82579209445750e-18,0.00137988521374132
83,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,T,1.52107957423092e-15,0.411515384175047
84,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,H,4.77902013375213e-18,0.000747184971972984
85,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,T,1.05362532824356e-15,0.285049539205029
86,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,H,2.56688289408843e-18,0.000401324177257981
87,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,T,7.06239661726410e-16,0.191067246341759
88,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,H,1.36171433553242e-18,0.000212899811918385
89,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,T,4.27218232572459e-16,0.115580327342526
90,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,H,7.08243479666863e-19,0.000110731670864390
91,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,T,2.07751570791505e-16,0.0562054536235962
92,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,H,3.55874444133667e-19,5.56398653121278e-5
93,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,T,7.54387641080647e-17,0.0204093280322414
94,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,H,1.68255292893349e-19,2.63061930660081e-5
95,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,T,2.17849012082661e-17,0.00589372320936449
96,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,H,7.20177708596120e-20,1.12597550533958e-5
97,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,T,5.55233789628145e-18,0.00150213867911098
98,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,H,2.66571369049706e-20,4.16776065674000e-6
99,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,T,1.33297285891219e-18,0.000360624682247480
100,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.001,0.001,H,1.29377348493085e-16,0.0202277470699517
101,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.001,0.001,T,4.41977373885491e-15,1.19573289847855
102,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.0014677992676220691,0.001,H,1.30852381980098e-16,0.0204583639796545
103,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.0014677992676220691,0.001,T,4.47820363202776e-15,1.21154061843198
104,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.0021544346900318843,0.001,H,1.33035468733626e-16,0.0207996828209853
105,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.0021544346900318843,0.001,T,4.56496762511492e-15,1.23501389264637
106,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.0031622776601683794,0.001,H,1.36221068654186e-16,0.0212977414858883
107,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.0031622776601683794,0.001,T,4.69358089775912e-15,1.26980914017900
108,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.004641588833612777,0.001,H,1.40878227170749e-16,0.0220258737720646
109,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.004641588833612777,0.001,T,4.88946348333158e-15,1.32280353890781
110,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.006812920690579608,0.001,H,1.47830652520531e-16,0.0231128639070157
111,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.006812920690579608,0.001,T,5.18516411753668e-15,1.40280287763225
112,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.01,0.001,H,1.58474597033625e-16,0.0247770116109623
113,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.01,0.001,T,5.63387707590752e-15,1.52419842364874
114,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.01467799267622069,0.001,H,1.73993164591659e-16,0.0272032915054575
115,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.01467799267622069,0.001,T,6.33451533072340e-15,1.71375025609910
116,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.021544346900318832,0.001,H,1.96468485399880e-16,0.0307172381887057
117,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.021544346900318832,0.001,T,7.42429452773886e-15,2.00858092276724
118,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.03162277660168379,0.001,H,2.28009365104331e-16,0.0356485568813245
119,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.03162277660168379,0.001,T,9.13756911370901e-15,2.47209306334630
120,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.046415888336127774,0.001,H,2.69137245385363e-16,0.0420787733723700
121,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.046415888336127774,0.001,T,1.18051042552385e-14,3.19377243315965
122,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579612,0.001,H,3.19909125883403e-16,0.0500167993787929
123,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.06812920690579612,0.001,T,1.59121351766152e-14,4.30489537245997
124,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.001,H,3.79120847260680e-16,0.0592743683237929
125,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1,0.001,T,2.21859970536241e-14,6.00223634285851
126,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622069,0.001,H,4.47994163090097e-16,0.0700424975882506
127,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.1467799267622069,0.001,T,3.18333189480027e-14,8.61223876671778
128,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318823,0.001,H,5.27919751996766e-16,0.0825386154609047
129,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.21544346900318823,0.001,T,4.68069278847599e-14,12.6632236977409
130,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683794,0.001,H,6.21158964361169e-16,0.0971162770583633
131,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.31622776601683794,0.001,T,7.01270405045535e-14,18.9722855419195
132,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127775,0.001,H,7.29123231365832e-16,0.113996155267336
133,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.46415888336127775,0.001,T,1.06258775140420e-13,28.7474247992508
134,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579608,0.001,H,8.52126809479588e-16,0.133227383111807
135,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",0.6812920690579608,0.001,T,1.60685899590520e-13,43.4722290810719
136,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.001,H,9.88597723264845e-16,0.154564187108845
137,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.0,0.001,T,2.35256310699103e-13,63.6466314564080
138,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622069,0.001,H,1.13267984805772e-15,0.177090980334687
139,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",1.467799267622069,0.001,T,3.10771762047564e-13,84.0767065815219
140,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031882,0.001,H,1.27190386908708e-15,0.198858224108384
141,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",2.154434690031882,0.001,T,3.29460793311305e-13,89.1328680149210
142,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683795,0.001,H,1.37952544411847e-15,0.215684523490467
143,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",3.1622776601683795,0.001,T,2.59077928078506e-13,70.0913712278381
144,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127775,0.001,H,1.40744673703718e-15,0.220049931018168
145,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",4.6415888336127775,0.001,T,1.46717074301231e-13,39.6930799801430
146,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579608,0.001,H,1.29992056710822e-15,0.203238547927875
147,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",6.812920690579608,0.001,T,8.83660156775023e-14,23.9066880560352
148,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.001,H,1.03797115329351e-15,0.162283569722790
149,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'a', 'betaprime': 'd'}",10.0,0.001,T,4.55124656738674e-14,12.3130177499128
150,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.001,H,1.22869804228860e-17,0.00192103127125743
151,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.001,0.001,T,7.71124198686525e-17,0.0208621216302642
152,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220691,0.001,H,1.49529634072153e-17,0.00233784944018666
153,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0014677992676220691,0.001,T,1.10622130044528e-16,0.0299278940528491
154,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318843,0.001,H,1.93643741460980e-17,0.00302755982370528
155,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0021544346900318843,0.001,T,1.55620052621920e-16,0.0421017064622866
156,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683794,0.001,H,2.35940191119542e-17,0.00368885169250260
157,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.0031622776601683794,0.001,T,2.14396266434646e-16,0.0580031205745157
158,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612777,0.001,H,2.76937164923962e-17,0.00432982665945640
159,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.004641588833612777,0.001,T,2.87291208442691e-16,0.0777242387678391
160,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579608,0.001,H,3.13163943780355e-17,0.00489622110825387
161,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.006812920690579608,0.001,T,3.74039059169061e-16,0.101193145801234
162,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.001,H,3.33097082581846e-17,0.00520786954956379
163,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01,0.001,T,4.60495121971408e-16,0.124583112046990
164,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622069,0.001,H,3.22986930698835e-17,0.00504980046134215
165,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.01467799267622069,0.001,T,5.22436822735842e-16,0.141340922235467
166,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318832,0.001,H,2.69140648919993e-17,0.00420793055044505
167,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.021544346900318832,0.001,T,5.21567877292712e-16,0.141105836297878
168,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168379,0.001,H,1.86674617173248e-17,0.00291859972749584
169,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.03162277660168379,0.001,T,4.29970874772752e-16,0.116325031716801
170,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127774,0.001,H,9.97733579966912e-18,0.00155992549962073
171,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.046415888336127774,0.001,T,2.72749749801965e-16,0.0737901684927653
172,"{'alpha': 'd', 'beta': 'd', 'alphaprime': 'c', 'betaprime': 'c'}",0.06812920690579612,0.001,H,4.05838014933177e-18,0.000634515146048023
