,Channel,B,T,Isotope,G,sigma
24,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.001,H,1.23966901170073e-14,1.93818404158125
25,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1,0.001,T,2.70064488129398e-12,730.636933579219
26,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.001,H,3.81083899375402e-15,0.595812854319592
27,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.1467799267622069,0.001,T,5.55412735298394e-13,150.262280168738
28,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.001,H,1.04397312072566e-15,0.163221958710921
29,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.21544346900318823,0.001,T,9.54844981976764e-14,25.8325340924031
30,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.001,H,2.61811136480313e-16,0.0409333589728300
31,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.31622776601683794,0.001,T,1.47873492415643e-14,4.00059392497573
32,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.001,H,6.29588834857555e-17,0.00984342611585125
33,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.46415888336127775,0.001,T,2.16732458657732e-15,0.586351578830673
34,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.001,H,1.43220826054244e-17,0.00223921318400620
35,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.6812920690579608,0.001,T,3.09292403552329e-16,0.0836764784870731
36,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.001,H,3.12065591599357e-18,0.000487904871264542
37,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.0,0.001,T,4.37882384893957e-17,0.0118465424752174
38,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.001,H,6.55198487956044e-19,0.000102438250971715
39,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",1.467799267622069,0.001,T,6.18120852611630e-18,0.00167227437958131
40,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,H,1.29511703703432e-19,2.02487530902798e-5
41,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",2.154434690031882,0.001,T,8.72690215843013e-19,0.000236099054594182
42,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,H,2.42979372501742e-20,3.79890710965027e-6
43,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",3.1622776601683795,0.001,T,1.23551540971949e-19,3.34258382729239e-5
44,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,H,4.33399655071818e-21,6.77606915360891e-7
45,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",4.6415888336127775,0.001,T,1.71483725256251e-20,4.63934906983906e-6
46,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,H,7.17428915687359e-22,1.12167785290245e-7
47,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",6.812920690579608,0.001,T,2.28987148253830e-21,6.19505618780449e-7
48,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,H,1.06547571750883e-22,1.66583823010532e-8
49,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",10.0,0.001,T,2.83090005728772e-22,7.65876384360059e-8
50,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,H,1.19988265331646e-16,0.0187597930453839
51,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.001,0.001,T,1.02603681526171e-13,27.7585697266135
52,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,H,2.58303106145825e-16,0.0403848893129843
53,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0014677992676220691,0.001,T,2.20856063741561e-13,59.7507648236945
54,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,H,5.55553254487959e-16,0.0868590278480747
55,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0021544346900318843,0.001,T,4.74908018701836e-13,128.482400970185
56,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,H,1.19249137418057e-15,0.186442326890885
57,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.0031622776601683794,0.001,T,1.01894364525047e-12,275.666699317805
58,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,H,2.54917157030768e-15,0.398555066730644
59,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.004641588833612777,0.001,T,2.17586528271647e-12,588.662192892137
60,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,H,5.40528970316089e-15,0.845100276275925
61,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.006812920690579608,0.001,T,4.59956891605083e-12,1244.37498313346
62,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,H,1.12273734006042e-14,1.75536500053920
63,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01,0.001,T,9.51705889224686e-12,2574.76085578212
64,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,H,2.24572179051105e-14,3.51111635050740
65,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.01467799267622069,0.001,T,1.88377155375220e-11,5096.38672278085
66,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,H,4.14475577844160e-14,6.48019707696502
67,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.021544346900318832,0.001,T,3.41432192096707e-11,9237.16300453550
68,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,H,6.73143240282938e-14,10.5243857328076
69,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.03162277660168379,0.001,T,5.26650720060108e-11,14248.0956988183
70,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,H,8.79441239308376e-14,13.7497909478068
71,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.046415888336127774,0.001,T,6.28322447517328e-11,16998.7394319348
72,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,H,8.99570738816945e-14,14.0645094278550
73,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.06812920690579612,0.001,T,5.37532480508974e-11,14542.4926460576
74,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,H,7.18707667939156e-14,11.2367714237745
75,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1,0.001,T,3.28720323528980e-11,8893.25400951293
76,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,H,4.84727088658968e-14,7.57855765445040
77,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.1467799267622069,0.001,T,1.53702625863576e-11,4158.29626552860
78,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,H,2.92694368591909e-14,4.57618565045241
79,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.21544346900318823,0.001,T,5.99138017743621e-12,1620.91790411625
80,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,H,1.65166721215967e-14,2.58233044659156
81,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.31622776601683794,0.001,T,2.08533950249522e-12,564.171198563766
82,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,H,8.98690026062693e-15,1.40507397571655
83,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.46415888336127775,0.001,T,6.77894216810391e-13,183.398622785279
84,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,H,4.65077081877041e-15,0.727133589443040
85,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",0.6812920690579608,0.001,T,2.11741087944620e-13,57.2847841936403
86,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,H,2.32800716157850e-15,0.363976697543488
87,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.0,0.001,T,6.47650238283136e-14,17.5216366805070
88,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,H,1.13128802808022e-15,0.176873373599044
89,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",1.467799267622069,0.001,T,1.96221275811456e-14,5.30860285463345
90,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,H,5.23205995944709e-16,0.0818016343256362
91,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",2.154434690031882,0.001,T,5.94192568084455e-15,1.60753840280094
92,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,H,2.30481349644904e-16,0.0360350439954132
93,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",3.1622776601683795,0.001,T,1.80645671635260e-15,0.488721788274159
94,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,H,9.79061048132424e-17,0.0153073157537488
95,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",4.6415888336127775,0.001,T,5.48504244225565e-16,0.148393245565902
96,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,H,3.92861914235071e-17,0.00614227415163699
97,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",6.812920690579608,0.001,T,1.66963662460913e-16,0.0451706254326735
98,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,H,1.49401139158624e-17,0.00233584046207657
99,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'c'}",10.0,0.001,T,4.98008738899873e-17,0.0134732108025664
100,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.001,H,3.07978738216285e-14,4.81515202786433
101,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.001,0.001,T,2.09700296981168e-10,56732.6652305211
102,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.001,H,3.10846479076945e-14,4.85998826656240
103,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0014677992676220691,0.001,T,2.11705393581967e-10,57275.1273817225
104,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.001,H,3.18757941284248e-14,4.98368152380315
105,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0021544346900318843,0.001,T,2.15936346695323e-10,58419.7764358327
106,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.001,H,3.34034959964499e-14,5.22253297148415
107,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.0031622776601683794,0.001,T,2.24591661885870e-10,60761.3997250645
108,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.001,H,3.64437697569122e-14,5.69787034210069
109,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.004641588833612777,0.001,T,2.41445892981027e-10,65321.1712857374
110,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.001,H,4.25632458386119e-14,6.65463144304300
111,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.006812920690579608,0.001,T,2.71380399225577e-10,73419.7021226561
112,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.001,H,5.13738933488157e-14,8.03214884801925
113,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01,0.001,T,3.16942846833018e-10,85746.2420675576
114,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.001,H,6.52669785747676e-14,10.2042896226221
115,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.01467799267622069,0.001,T,3.69632733571655e-10,100001.051185189
116,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.001,H,8.26194252714135e-14,12.9172908312018
117,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.021544346900318832,0.001,T,4.00050078488572e-10,108230.209995239
118,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.001,H,9.80376105769558e-14,15.3278762719355
119,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.03162277660168379,0.001,T,3.67191434296603e-10,99340.5780409308
120,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.001,H,1.02902767261607e-13,16.0885284264204
121,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.046415888336127774,0.001,T,2.65258192064888e-10,71763.3900700771
122,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.001,H,9.14864990769313e-14,14.3036303123993
123,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.06812920690579612,0.001,T,1.47249457541380e-10,39837.1118225987
124,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.001,H,6.92725955041661e-14,10.8305554029208
125,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1,0.001,T,6.49624862861670e-11,17575.0585004961
126,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.001,H,4.56958757604923e-14,7.14440841298102
127,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.1467799267622069,0.001,T,2.42757110253799e-11,6567.59101757225
128,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.001,H,2.78108849684699e-14,4.34814558719913
129,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.21544346900318823,0.001,T,8.15728312993924e-12,2206.88487171280
130,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.001,H,1.59267941260419e-14,2.49010485196322
131,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.31622776601683794,0.001,T,2.57224708806579e-12,695.899982204243
132,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.001,H,8.73346599313514e-15,1.36545031422254
133,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.46415888336127775,0.001,T,7.81789423608957e-13,211.506603895521
134,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.001,H,4.56874355175533e-15,0.714308880718166
135,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",0.6812920690579608,0.001,T,2.33209061496575e-13,63.0927652706062
136,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.001,H,2.31584243065624e-15,0.362074779602399
137,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.0,0.001,T,6.90854103946302e-14,18.6904812089212
138,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.001,H,1.12627269135338e-15,0.176089241260865
139,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",1.467799267622069,0.001,T,2.05191170100606e-14,5.55127585852777
140,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.001,H,5.20539053449538e-16,0.0813846661401635
141,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",2.154434690031882,0.001,T,6.11524929925912e-15,1.65442966123793
142,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.001,H,2.31757936713232e-16,0.0362346344231941
143,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",3.1622776601683795,0.001,T,1.84137524511869e-15,0.498168704808602
144,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.001,H,9.82677811099009e-17,0.0153638627207041
145,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",4.6415888336127775,0.001,T,5.55735755737174e-16,0.150349670652585
146,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.001,H,3.94594584509568e-17,0.00616936391385300
147,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",6.812920690579608,0.001,T,1.68100450086667e-16,0.0454781738374136
148,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.001,H,1.49865842446512e-17,0.00234310595381796
149,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'b', 'betaprime': 'd'}",10.0,0.001,T,5.01261652870719e-17,0.0135612156752292
150,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.01,H,2.14261280510729e-13,10.5933412893195
151,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.001,0.01,T,9.00692972173154e-11,7705.67903264985
152,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.01,H,2.14089988217874e-13,10.5848723876397
153,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0014677992676220691,0.01,T,8.99864928280348e-11,7698.59488670885
154,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.01,H,2.13721694340812e-13,10.5666634852884
155,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0021544346900318843,0.01,T,8.98084612764359e-11,7683.36379202188
156,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.01,H,2.12931544194810e-13,10.5275974900397
157,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.0031622776601683794,0.01,T,8.94266154947824e-11,7650.69582275490
158,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.01,H,2.11244720613131e-13,10.4441988570576
159,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.004641588833612777,0.01,T,8.86116921269083e-11,7580.97686076619
160,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.01,H,2.07696565419685e-13,10.2687736994087
161,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.006812920690579608,0.01,T,8.68911781251209e-11,7433.78209985931
162,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.01,H,2.00311545141464e-13,9.90364921191726
163,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01,0.01,T,8.33413133549639e-11,7130.08128978035
164,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.01,H,1.85718761585355e-13,9.18216404108963
165,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.01467799267622069,0.01,T,7.63596401498908e-11,6532.77971764371
166,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.01,H,1.59432031422402e-13,7.88251576430977
167,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.021544346900318832,0.01,T,6.38807723286873e-11,5465.17784784062
168,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.01,H,1.19186327305710e-13,5.89271864314610
169,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.03162277660168379,0.01,T,4.52482530060272e-11,3871.11396696398
170,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.01,H,7.21633449195953e-14,3.56784454704067
171,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.046415888336127774,0.01,T,2.45821828120110e-11,2103.07414983208
172,"{'alpha': 'c', 'beta': 'c', 'alphaprime': 'a', 'betaprime': 'a'}",0.06812920690579612,0.01,H,3.38794575429878e-14,1.67504205890298
